model,filename,download_url,opendap_url,r,i,p,f,Varient,period,Var,grid,timeStep,start,stop,experiment,inspan
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19680101-19681231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19680101-19681231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19680101-19681231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1968,1968,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19690101-19691231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19690101-19691231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19690101-19691231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1969,1969,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19700101-19701231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19700101-19701231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19700101-19701231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1970,1970,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19710101-19711231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19710101-19711231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19710101-19711231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1971,1971,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19720101-19721231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19720101-19721231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19720101-19721231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1972,1972,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19730101-19731231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19730101-19731231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19730101-19731231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1973,1973,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19740101-19741231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19740101-19741231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19740101-19741231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1974,1974,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19750101-19751231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19750101-19751231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19750101-19751231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1975,1975,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19760101-19761231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19760101-19761231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19760101-19761231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1976,1976,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19770101-19771231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19770101-19771231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19770101-19771231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1977,1977,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19780101-19781231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19780101-19781231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19780101-19781231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1978,1978,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19790101-19791231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19790101-19791231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19790101-19791231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1979,1979,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19800101-19801231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19800101-19801231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19800101-19801231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1980,1980,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19810101-19811231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19810101-19811231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19810101-19811231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1981,1981,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19820101-19821231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19820101-19821231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19820101-19821231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1982,1982,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19830101-19831231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19830101-19831231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19830101-19831231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1983,1983,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19840101-19841231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19840101-19841231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19840101-19841231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1984,1984,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19850101-19851231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19850101-19851231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19850101-19851231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1985,1985,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19860101-19861231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19860101-19861231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19860101-19861231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1986,1986,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19870101-19871231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19870101-19871231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19870101-19871231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1987,1987,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19880101-19881231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19880101-19881231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19880101-19881231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1988,1988,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19890101-19891231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19890101-19891231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19890101-19891231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1989,1989,4x,True
MIROC-ES2H,huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19660101-19661231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19660101-19661231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19660101-19661231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,huss,gn,day,1966,1966,4x,True
MIROC-ES2H,huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19670101-19671231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19670101-19671231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19670101-19671231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,huss,gn,day,1967,1967,4x,True
MIROC-ES2H,huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19680101-19681231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19680101-19681231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19680101-19681231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,huss,gn,day,1968,1968,4x,True
MIROC-ES2H,huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19690101-19691231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19690101-19691231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19690101-19691231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,huss,gn,day,1969,1969,4x,True
MIROC-ES2H,huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19700101-19701231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19700101-19701231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19700101-19701231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,huss,gn,day,1970,1970,4x,True
MIROC-ES2H,huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19710101-19711231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19710101-19711231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19710101-19711231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,huss,gn,day,1971,1971,4x,True
MIROC-ES2H,huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19720101-19721231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19720101-19721231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19720101-19721231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,huss,gn,day,1972,1972,4x,True
MIROC-ES2H,huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19730101-19731231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19730101-19731231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19730101-19731231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,huss,gn,day,1973,1973,4x,True
MIROC-ES2H,huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19740101-19741231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19740101-19741231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19740101-19741231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,huss,gn,day,1974,1974,4x,True
MIROC-ES2H,huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19750101-19751231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19750101-19751231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19750101-19751231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,huss,gn,day,1975,1975,4x,True
MIROC-ES2H,huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19760101-19761231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19760101-19761231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19760101-19761231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,huss,gn,day,1976,1976,4x,True
MIROC-ES2H,huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19770101-19771231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19770101-19771231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19770101-19771231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,huss,gn,day,1977,1977,4x,True
MIROC-ES2H,huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19780101-19781231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19780101-19781231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/huss/gn/v20230904/huss_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19780101-19781231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,huss,gn,day,1978,1978,4x,True
