model,filename,download_url,opendap_url,r,i,p,f,Varient,period,Var,timeStep,openDapWorking,start,stop,inspan
CESM2,tas_day_CESM2_piControl_r1i1p1f1_gn_12000101-12001231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/day/tas/gn/v20190320/tas_day_CESM2_piControl_r1i1p1f1_gn_12000101-12001231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/day/tas/gn/v20190320/tas_day_CESM2_piControl_r1i1p1f1_gn_12000101-12001231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,1200,1200,True
CESM2,ps_Amon_CESM2_piControl_r1i1p1f1_gn_110001-120012.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/Amon/ps/gn/v20190320/ps_Amon_CESM2_piControl_r1i1p1f1_gn_110001-120012.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/Amon/ps/gn/v20190320/ps_Amon_CESM2_piControl_r1i1p1f1_gn_110001-120012.nc,1,1,1,1,r1i1p1f1,piControl,ps,mon,True,1100,1200,True
CESM2,ps_Emon_CESM2_piControl_r1i1p1f1_gn_110001-120012.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/Emon/ps/gn/v20190320/ps_Emon_CESM2_piControl_r1i1p1f1_gn_110001-120012.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/Emon/ps/gn/v20190320/ps_Emon_CESM2_piControl_r1i1p1f1_gn_110001-120012.nc,1,1,1,1,r1i1p1f1,piControl,ps,mon,True,1100,1200,True
CESM2,ps_AERmon_CESM2_piControl_r1i1p1f1_gn_110001-120012.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/AERmon/ps/gn/v20190320/ps_AERmon_CESM2_piControl_r1i1p1f1_gn_110001-120012.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/AERmon/ps/gn/v20190320/ps_AERmon_CESM2_piControl_r1i1p1f1_gn_110001-120012.nc,1,1,1,1,r1i1p1f1,piControl,ps,mon,True,1100,1200,True
CESM2-FV2,tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200403/tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200403/tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,121,130,True
CESM2-FV2,tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200403/tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200403/tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,131,140,True
CESM2-FV2,tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200403/tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200403/tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,141,151,True
CESM2-FV2,hurs_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/hurs/gn/v20200403/hurs_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/hurs/gn/v20200403/hurs_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,hurs,day,True,121,130,True
CESM2-FV2,hurs_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/hurs/gn/v20200403/hurs_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/hurs/gn/v20200403/hurs_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,hurs,day,True,131,140,True
CESM2-FV2,hurs_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/hurs/gn/v20200403/hurs_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/hurs/gn/v20200403/hurs_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,hurs,day,True,141,151,True
CESM2-FV2,huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20200403/huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20200403/huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,day,True,121,130,True
CESM2-FV2,huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20200403/huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20200403/huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,day,True,131,140,True
CESM2-FV2,huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20200403/huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20200403/huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,day,True,141,151,True
CESM2-FV2,ps_AERmon_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_010101-015012.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/AERmon/ps/gn/v20200403/ps_AERmon_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_010101-015012.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/AERmon/ps/gn/v20200403/ps_AERmon_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_010101-015012.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,mon,True,101,150,True
CESM2-FV2,ps_Amon_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_010101-015012.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/Amon/ps/gn/v20200403/ps_Amon_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_010101-015012.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/Amon/ps/gn/v20200403/ps_Amon_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_010101-015012.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,mon,True,101,150,True
CESM2-FV2,ps_Emon_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_010101-015012.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/Emon/ps/gn/v20200403/ps_Emon_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_010101-015012.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/Emon/ps/gn/v20200403/ps_Emon_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_010101-015012.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,mon,True,101,150,True
CESM2-FV2,hurs_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/hurs/gn/v20191120/hurs_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/hurs/gn/v20191120/hurs_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,1,1,1,1,r1i1p1f1,piControl,hurs,day,True,471,480,True
CESM2-FV2,hurs_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/hurs/gn/v20191120/hurs_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/hurs/gn/v20191120/hurs_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,1,1,1,1,r1i1p1f1,piControl,hurs,day,True,481,490,True
CESM2-FV2,hurs_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/hurs/gn/v20191120/hurs_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/hurs/gn/v20191120/hurs_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,1,1,1,1,r1i1p1f1,piControl,hurs,day,True,491,501,True
CESM2-FV2,huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/huss/gn/v20191120/huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/huss/gn/v20191120/huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,471,480,True
CESM2-FV2,huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/huss/gn/v20191120/huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/huss/gn/v20191120/huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,481,490,True
CESM2-FV2,huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/huss/gn/v20191120/huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/huss/gn/v20191120/huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,1,1,1,1,r1i1p1f1,piControl,huss,day,True,491,501,True
CESM2-FV2,tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,471,480,True
CESM2-FV2,tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,481,490,True
CESM2-FV2,tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,1,1,1,1,r1i1p1f1,piControl,tas,day,True,491,501,True
CESM2-FV2,ps_Amon_CESM2-FV2_piControl_r1i1p1f1_gn_045101-050012.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/Amon/ps/gn/v20191120/ps_Amon_CESM2-FV2_piControl_r1i1p1f1_gn_045101-050012.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/Amon/ps/gn/v20191120/ps_Amon_CESM2-FV2_piControl_r1i1p1f1_gn_045101-050012.nc,1,1,1,1,r1i1p1f1,piControl,ps,mon,True,451,500,True
CESM2-FV2,ps_AERmon_CESM2-FV2_piControl_r1i1p1f1_gn_045101-050012.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/AERmon/ps/gn/v20191120/ps_AERmon_CESM2-FV2_piControl_r1i1p1f1_gn_045101-050012.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/AERmon/ps/gn/v20191120/ps_AERmon_CESM2-FV2_piControl_r1i1p1f1_gn_045101-050012.nc,1,1,1,1,r1i1p1f1,piControl,ps,mon,True,451,500,True
CESM2-FV2,ps_Emon_CESM2-FV2_piControl_r1i1p1f1_gn_045101-050012.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/Emon/ps/gn/v20191120/ps_Emon_CESM2-FV2_piControl_r1i1p1f1_gn_045101-050012.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/Emon/ps/gn/v20191120/ps_Emon_CESM2-FV2_piControl_r1i1p1f1_gn_045101-050012.nc,1,1,1,1,r1i1p1f1,piControl,ps,mon,True,451,500,True
CESM2-WACCM,tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,120,129,True
CESM2-WACCM,tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,130,139,True
CESM2-WACCM,tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,140,149,True
CESM2-WACCM,tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01500101-01510101.nc,https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01500101-01510101.nc,https://esgf.ceda.ac.uk/thredds/dodsC/esg_cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01500101-01510101.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,150,151,True
CESM2-WACCM,huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20190425/huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20190425/huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,day,True,120,129,True
CESM2-WACCM,huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20190425/huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20190425/huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,day,True,130,139,True
CESM2-WACCM,huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20190425/huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20190425/huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,day,True,140,149,True
CESM2-WACCM,huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01500101-01510101.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20190425/huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01500101-01510101.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20190425/huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01500101-01510101.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,day,True,150,151,True
CESM2-WACCM,hurs_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/hurs/gn/v20190425/hurs_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/hurs/gn/v20190425/hurs_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,hurs,day,True,120,129,True
CESM2-WACCM,hurs_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/hurs/gn/v20190425/hurs_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/hurs/gn/v20190425/hurs_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,hurs,day,True,130,139,True
CESM2-WACCM,hurs_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/hurs/gn/v20190425/hurs_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/hurs/gn/v20190425/hurs_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,hurs,day,True,140,149,True
